month,naics_code,kind_of_business,value
1998-11-01,44611,Pharmacies and drug stores,9437
1998-11-01,447,Gasoline stations,16014
1998-11-01,448,Clothing and clothing access. stores,12736
1998-11-01,4481,Clothing stores,8928
1998-11-01,44811,Men's clothing stores,838
1998-11-01,44812,Women's clothing stores,2404
1998-11-01,4482,Shoe stores,1887
1998-11-01,44831,Jewelry stores,1818
1998-11-01,451,"Sporting goods, hobby, musical instrument, and book stores",5093
1998-11-01,452,General merchandise stores,30094
1998-11-01,4521,Department stores,18805
1998-11-01,4529,Other general merchandise stores,11289
1998-11-01,45291,Warehouse clubs and superstores,8778
1998-11-01,45299,All other gen. merchandise stores,2511
1998-11-01,453,Miscellaneous stores retailers,8448
1998-11-01,454,Nonstore retailers,11553
1998-11-01,4541,Electronic shopping and mail order houses,7019
1998-11-01,45431,Fuel dealers,1551
1998-11-01,722,Food services and drinking places,23157
1998-10-01,no code,"Retail and food services sales, total",242549
1998-10-01,no code,Retail sales and food services excl motor vehicle and parts,183255
1998-10-01,no code,Retail sales and food services excl gasoline stations,226601
1998-10-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,167307
1998-10-01,no code,"Retail sales, total",219483
1998-10-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",160189
1998-10-01,no code,GAFO(1),64088
1998-10-01,441,Motor vehicle and parts dealers,59294
1998-10-01,"44,114,412",Automobile and other motor vehicle dealers,54221
1998-10-01,4413,"Automotive parts, acc., and tire stores",5073
1998-10-01,"442,443","Furniture, home furn, electronics, and appliance stores",13444
1998-10-01,442,Furniture and home furnishings stores,6504
1998-10-01,443,Electronics and appliance stores,6940
1998-10-01,444,Building mat. and garden equip. and supplies dealers,17209
1998-10-01,4441,Building mat. and supplies dealers,14692
1998-10-01,445,Food and beverage stores,35093
1998-10-01,4451,Grocery stores,31864
1998-10-01,4453,"Beer, wine and liquor stores",2137
1998-10-01,446,Health and personal care stores,11106
1998-10-01,44611,Pharmacies and drug stores,9305
1998-10-01,447,Gasoline stations,15948
1998-10-01,448,Clothing and clothing access. stores,12540
1998-10-01,4481,Clothing stores,8768
1998-10-01,44811,Men's clothing stores,842
1998-10-01,44812,Women's clothing stores,2375
1998-10-01,4482,Shoe stores,1894
1998-10-01,451,"Sporting goods, hobby, musical instrument, and book stores",5108
1998-10-01,452,General merchandise stores,29720
1998-10-01,4521,Department stores,18692
1998-10-01,4529,Other general merchandise stores,11028
1998-10-01,45291,Warehouse clubs and superstores,8553
1998-10-01,45299,All other gen. merchandise stores,2475
1998-10-01,453,Miscellaneous stores retailers,8444
1998-10-01,454,Nonstore retailers,11577
1998-10-01,4541,Electronic shopping and mail order houses,6987
1998-10-01,45431,Fuel dealers,1540
1998-10-01,722,Food services and drinking places,23066
1998-09-01,no code,"Retail and food services sales, total",238550
1998-09-01,no code,Retail sales and food services excl motor vehicle and parts,181354
1998-09-01,no code,Retail sales and food services excl gasoline stations,222738
1998-09-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,165542
1998-09-01,no code,"Retail sales, total",215720
1998-09-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",158524
1998-09-01,441,Motor vehicle and parts dealers,57196
1998-09-01,"44,114,412",Automobile and other motor vehicle dealers,52181
1998-09-01,4413,"Automotive parts, acc., and tire stores",5015
1998-09-01,"442,443","Furniture, home furn, electronics, and appliance stores",13373
1998-09-01,442,Furniture and home furnishings stores,6419
1998-09-01,443,Electronics and appliance stores,6954
1998-09-01,444,Building mat. and garden equip. and supplies dealers,16972
1998-09-01,4441,Building mat. and supplies dealers,14495
1998-09-01,445,Food and beverage stores,34916
1998-09-01,4451,Grocery stores,31702
1998-09-01,4453,"Beer, wine and liquor stores",2133
1998-09-01,446,Health and personal care stores,10985
1998-09-01,44611,Pharmacies and drug stores,9180
1998-09-01,447,Gasoline stations,15812
1998-09-01,448,Clothing and clothing access. stores,12180
1998-09-01,4481,Clothing stores,8534
1998-09-01,44811,Men's clothing stores,836
1998-09-01,44812,Women's clothing stores,2328
1998-09-01,4482,Shoe stores,1805
1998-09-01,44831,Jewelry stores,1724
1998-09-01,451,"Sporting goods, hobby, musical instrument, and book stores",5047
1998-09-01,452,General merchandise stores,29559
1998-09-01,4521,Department stores,18589
1998-09-01,4529,Other general merchandise stores,10970
1998-09-01,45291,Warehouse clubs and superstores,8536
1998-09-01,45299,All other gen. merchandise stores,2434
1998-09-01,453,Miscellaneous stores retailers,8378
1998-09-01,454,Nonstore retailers,11302
1998-09-01,4541,Electronic shopping and mail order houses,6841
1998-09-01,45431,Fuel dealers,1571
1998-09-01,722,Food services and drinking places,22830
1998-08-01,no code,"Retail and food services sales, total",236379
1998-08-01,no code,Retail sales and food services excl motor vehicle and parts,181382
1998-08-01,no code,Retail sales and food services excl gasoline stations,220528
1998-08-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,165531
1998-08-01,no code,"Retail sales, total",213636
1998-08-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",158639
1998-08-01,no code,GAFO(1),63401
1998-08-01,441,Motor vehicle and parts dealers,54997
1998-08-01,"44,114,412",Automobile and other motor vehicle dealers,50016
1998-08-01,4413,"Automotive parts, acc., and tire stores",4981
1998-08-01,"442,443","Furniture, home furn, electronics, and appliance stores",13491
1998-08-01,442,Furniture and home furnishings stores,6444
1998-08-01,443,Electronics and appliance stores,7047
1998-08-01,444,Building mat. and garden equip. and supplies dealers,16828
1998-08-01,4441,Building mat. and supplies dealers,14441
1998-08-01,445,Food and beverage stores,34950
1998-08-01,4451,Grocery stores,31744
1998-08-01,4453,"Beer, wine and liquor stores",2135
1998-08-01,446,Health and personal care stores,11019
1998-08-01,44611,Pharmacies and drug stores,9187
1998-08-01,447,Gasoline stations,15851
1998-08-01,448,Clothing and clothing access. stores,12460
1998-08-01,4481,Clothing stores,8713
1998-08-01,44811,Men's clothing stores,853
1998-08-01,44812,Women's clothing stores,2360
1998-08-01,4482,Shoe stores,1849
1998-08-01,44831,Jewelry stores,1770
1998-08-01,451,"Sporting goods, hobby, musical instrument, and book stores",5057
1998-08-01,452,General merchandise stores,29274
1998-08-01,4521,Department stores,18548
1998-08-01,4529,Other general merchandise stores,10726
1998-08-01,45291,Warehouse clubs and superstores,8294
1998-08-01,45299,All other gen. merchandise stores,2432
1998-08-01,453,Miscellaneous stores retailers,8334
1998-08-01,454,Nonstore retailers,11375
1998-08-01,4541,Electronic shopping and mail order houses,6812
1998-08-01,45431,Fuel dealers,1599
1998-08-01,722,Food services and drinking places,22743
1998-07-01,no code,"Retail and food services sales, total",237411
1998-07-01,no code,Retail sales and food services excl motor vehicle and parts,181091
1998-07-01,no code,Retail sales and food services excl gasoline stations,221324
1998-07-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,165004
1998-07-01,no code,"Retail sales, total",214841
1998-07-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",158521
1998-07-01,no code,GAFO(1),63221
1998-07-01,441,Motor vehicle and parts dealers,56320
1998-07-01,"44,114,412",Automobile and other motor vehicle dealers,51326
1998-07-01,4413,"Automotive parts, acc., and tire stores",4994
1998-07-01,"442,443","Furniture, home furn, electronics, and appliance stores",13407
1998-07-01,442,Furniture and home furnishings stores,6447
1998-07-01,443,Electronics and appliance stores,6960
1998-07-01,444,Building mat. and garden equip. and supplies dealers,16819
1998-07-01,4441,Building mat. and supplies dealers,14406
1998-07-01,445,Food and beverage stores,34856
1998-07-01,4451,Grocery stores,31673
1998-07-01,4453,"Beer, wine and liquor stores",2094
1998-07-01,446,Health and personal care stores,10828
1998-07-01,44611,Pharmacies and drug stores,9042
1998-07-01,447,Gasoline stations,16087
1998-07-01,448,Clothing and clothing access. stores,12559
1998-07-01,4481,Clothing stores,8797
1998-07-01,44811,Men's clothing stores,853
1998-07-01,44812,Women's clothing stores,2407
1998-07-01,4482,Shoe stores,1875
1998-07-01,44831,Jewelry stores,1732
1998-07-01,451,"Sporting goods, hobby, musical instrument, and book stores",5032
1998-07-01,452,General merchandise stores,29113
1998-07-01,4521,Department stores,18489
1998-07-01,4529,Other general merchandise stores,10624
1998-07-01,45291,Warehouse clubs and superstores,8200
1998-07-01,45299,All other gen. merchandise stores,2424
1998-07-01,453,Miscellaneous stores retailers,8240
1998-07-01,454,Nonstore retailers,11580
1998-07-01,4541,Electronic shopping and mail order houses,6817
1998-07-01,45431,Fuel dealers,1670
1998-07-01,722,Food services and drinking places,22570
1998-06-01,no code,"Retail and food services sales, total",238971
1998-06-01,no code,Retail sales and food services excl motor vehicle and parts,179707
1998-06-01,no code,Retail sales and food services excl gasoline stations,223038
1998-06-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,163774
1998-06-01,no code,"Retail sales, total",216337
1998-06-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",157073
1998-06-01,no code,GAFO(1),63119
1998-06-01,441,Motor vehicle and parts dealers,59264
1998-06-01,"44,114,412",Automobile and other motor vehicle dealers,54306
1998-06-01,4413,"Automotive parts, acc., and tire stores",4958
1998-06-01,"442,443","Furniture, home furn, electronics, and appliance stores",13347
1998-06-01,442,Furniture and home furnishings stores,6426
1998-06-01,443,Electronics and appliance stores,6921
1998-06-01,444,Building mat. and garden equip. and supplies dealers,16662
1998-06-01,4441,Building mat. and supplies dealers,14241
1998-06-01,445,Food and beverage stores,34592
1998-06-01,4451,Grocery stores,31435
1998-06-01,4453,"Beer, wine and liquor stores",2076
1998-06-01,446,Health and personal care stores,10672
1998-06-01,44611,Pharmacies and drug stores,8910
1998-06-01,447,Gasoline stations,15933
1998-06-01,448,Clothing and clothing access. stores,12447
1998-06-01,4481,Clothing stores,8681
1998-06-01,44811,Men's clothing stores,861
1998-06-01,44812,Women's clothing stores,2350
1998-06-01,4482,Shoe stores,1841
1998-06-01,44831,Jewelry stores,1776
1998-06-01,451,"Sporting goods, hobby, musical instrument, and book stores",5083
1998-06-01,452,General merchandise stores,29170
1998-06-01,4521,Department stores,18553
1998-06-01,4529,Other general merchandise stores,10617
1998-06-01,45291,Warehouse clubs and superstores,8178
1998-06-01,45299,All other gen. merchandise stores,2439
1998-06-01,453,Miscellaneous stores retailers,8064
1998-06-01,454,Nonstore retailers,11103
1998-06-01,4541,Electronic shopping and mail order houses,6386
1998-06-01,45431,Fuel dealers,1686
1998-06-01,722,Food services and drinking places,22634
1998-05-01,no code,"Retail and food services sales, total",237075
1998-05-01,no code,Retail sales and food services excl motor vehicle and parts,179193
1998-05-01,no code,Retail sales and food services excl gasoline stations,221018
1998-05-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,163136
1998-05-01,no code,"Retail sales, total",214639
1998-05-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",156757
1998-05-01,no code,GAFO(1),62557
1998-05-01,441,Motor vehicle and parts dealers,57882
1998-05-01,"44,114,412",Automobile and other motor vehicle dealers,52842
1998-05-01,4413,"Automotive parts, acc., and tire stores",5040
1998-05-01,"442,443","Furniture, home furn, electronics, and appliance stores",13188
1998-05-01,442,Furniture and home furnishings stores,6359
1998-05-01,443,Electronics and appliance stores,6829
1998-05-01,444,Building mat. and garden equip. and supplies dealers,16741
1998-05-01,4441,Building mat. and supplies dealers,14162
1998-05-01,445,Food and beverage stores,34534
1998-05-01,4451,Grocery stores,31358
1998-05-01,4453,"Beer, wine and liquor stores",2092
1998-05-01,446,Health and personal care stores,10645
1998-05-01,44611,Pharmacies and drug stores,8942
1998-05-01,447,Gasoline stations,16057
1998-05-01,448,Clothing and clothing access. stores,12304
1998-05-01,4481,Clothing stores,8596
1998-05-01,44811,Men's clothing stores,856
1998-05-01,44812,Women's clothing stores,2350
1998-05-01,4482,Shoe stores,1827
1998-05-01,44831,Jewelry stores,1740
1998-05-01,451,"Sporting goods, hobby, musical instrument, and book stores",4986
1998-05-01,452,General merchandise stores,29076
1998-05-01,4521,Department stores,18653
1998-05-01,4529,Other general merchandise stores,10423
1998-05-01,45291,Warehouse clubs and superstores,7999
1998-05-01,45299,All other gen. merchandise stores,2424
1998-05-01,453,Miscellaneous stores retailers,8037
1998-05-01,454,Nonstore retailers,11189
1998-05-01,4541,Electronic shopping and mail order houses,6752
1998-05-01,45431,Fuel dealers,1652
1998-05-01,722,Food services and drinking places,22436
1998-04-01,no code,"Retail and food services sales, total",235986
2024-10-01,44831,Jewelry stores,
1998-04-01,no code,Retail sales and food services excl motor vehicle and parts,178522
1998-04-01,no code,Retail sales and food services excl gasoline stations,220188
1998-04-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,162724
1998-04-01,no code,"Retail sales, total",213633
1998-04-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",156169
1998-04-01,no code,GAFO(1),62741
1998-04-01,441,Motor vehicle and parts dealers,57464
1998-04-01,"44,114,412",Automobile and other motor vehicle dealers,52518
1998-04-01,4413,"Automotive parts, acc., and tire stores",4946
1998-04-01,"442,443","Furniture, home furn, electronics, and appliance stores",13135
1998-04-01,442,Furniture and home furnishings stores,6369
1998-04-01,443,Electronics and appliance stores,6766
1998-04-01,444,Building mat. and garden equip. and supplies dealers,16716
1998-04-01,4441,Building mat. and supplies dealers,14123
1998-04-01,445,Food and beverage stores,34374
1998-04-01,4451,Grocery stores,31169
1998-04-01,4453,"Beer, wine and liquor stores",2095
1998-04-01,446,Health and personal care stores,10620
1998-04-01,44611,Pharmacies and drug stores,8836
1998-04-01,447,Gasoline stations,15798
1998-04-01,448,Clothing and clothing access. stores,12459
1998-04-01,4481,Clothing stores,8737
1998-04-01,44811,Men's clothing stores,887
1998-04-01,44812,Women's clothing stores,2429
1998-04-01,4482,Shoe stores,1839
1998-04-01,44831,Jewelry stores,1736
1998-04-01,451,"Sporting goods, hobby, musical instrument, and book stores",5036
1998-04-01,452,General merchandise stores,29123
1998-04-01,4521,Department stores,18649
1998-04-01,4529,Other general merchandise stores,10474
1998-04-01,45291,Warehouse clubs and superstores,8032
1998-04-01,45299,All other gen. merchandise stores,2442
1998-04-01,453,Miscellaneous stores retailers,7916
1998-04-01,454,Nonstore retailers,10992
1998-04-01,4541,Electronic shopping and mail order houses,6562
1998-04-01,45431,Fuel dealers,1658
1998-04-01,722,Food services and drinking places,22353
1998-03-01,no code,"Retail and food services sales, total",233083
1998-03-01,no code,Retail sales and food services excl motor vehicle and parts,176948
1998-03-01,no code,Retail sales and food services excl gasoline stations,217380
1998-03-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,161245
1998-03-01,no code,"Retail sales, total",210832
1998-03-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",154697
1998-03-01,441,Motor vehicle and parts dealers,56135
1998-03-01,"44,114,412",Automobile and other motor vehicle dealers,51122
1998-03-01,4413,"Automotive parts, acc., and tire stores",5013
1998-03-01,"442,443","Furniture, home furn, electronics, and appliance stores",13128
1998-03-01,442,Furniture and home furnishings stores,6340
1998-03-01,443,Electronics and appliance stores,6788
1998-03-01,444,Building mat. and garden equip. and supplies dealers,16511
1998-03-01,4441,Building mat. and supplies dealers,13970
1998-03-01,445,Food and beverage stores,34275
1998-03-01,4451,Grocery stores,31123
1998-03-01,4453,"Beer, wine and liquor stores",2074
1998-03-01,446,Health and personal care stores,10393
1998-03-01,44611,Pharmacies and drug stores,8702
1998-03-01,447,Gasoline stations,15703
1998-03-01,448,Clothing and clothing access. stores,12164
1998-03-01,4481,Clothing stores,8475
1998-03-01,44811,Men's clothing stores,864
1998-03-01,44812,Women's clothing stores,2288
1998-03-01,4482,Shoe stores,1852
1998-03-01,44831,Jewelry stores,1696
1998-03-01,451,"Sporting goods, hobby, musical instrument, and book stores",5008
1998-03-01,452,General merchandise stores,28714
1998-03-01,4521,Department stores,18529
1998-03-01,4529,Other general merchandise stores,10185
1998-03-01,45291,Warehouse clubs and superstores,7797
1998-03-01,45299,All other gen. merchandise stores,2388
1998-03-01,453,Miscellaneous stores retailers,7957
1998-03-01,454,Nonstore retailers,10844
1998-03-01,4541,Electronic shopping and mail order houses,6463
1998-03-01,45431,Fuel dealers,1683
1998-03-01,722,Food services and drinking places,22251
1998-02-01,no code,"Retail and food services sales, total",231684
1998-02-01,no code,Retail sales and food services excl motor vehicle and parts,176843
1998-02-01,no code,Retail sales and food services excl gasoline stations,215630
1998-02-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,160789
1998-02-01,no code,"Retail sales, total",209552
1998-02-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",154711
1998-02-01,no code,GAFO(1),62067
1998-02-01,441,Motor vehicle and parts dealers,54841
1998-02-01,"44,114,412",Automobile and other motor vehicle dealers,49882
1998-02-01,4413,"Automotive parts, acc., and tire stores",4959
1998-02-01,"442,443","Furniture, home furn, electronics, and appliance stores",13139
1998-02-01,442,Furniture and home furnishings stores,6342
1998-02-01,443,Electronics and appliance stores,6797
1998-02-01,444,Building mat. and garden equip. and supplies dealers,16462
1998-02-01,4441,Building mat. and supplies dealers,13931
1998-02-01,445,Food and beverage stores,34102
1998-02-01,4451,Grocery stores,30915
1998-02-01,4453,"Beer, wine and liquor stores",2112
1998-02-01,446,Health and personal care stores,10406
1998-02-01,44611,Pharmacies and drug stores,8661
1998-02-01,447,Gasoline stations,16054
1998-02-01,448,Clothing and clothing access. stores,12199
1998-02-01,4481,Clothing stores,8482
1998-02-01,44811,Men's clothing stores,852
1998-02-01,44812,Women's clothing stores,2307
1998-02-01,4482,Shoe stores,1869
1998-02-01,44831,Jewelry stores,1711
1998-02-01,451,"Sporting goods, hobby, musical instrument, and book stores",5027
1998-02-01,452,General merchandise stores,28748
1998-02-01,4521,Department stores,18698
1998-02-01,4529,Other general merchandise stores,10050
1998-02-01,45291,Warehouse clubs and superstores,7642
1998-02-01,45299,All other gen. merchandise stores,2408
1998-02-01,453,Miscellaneous stores retailers,7948
1998-02-01,454,Nonstore retailers,10626
1998-02-01,4541,Electronic shopping and mail order houses,6388
1998-02-01,45431,Fuel dealers,1544
1998-02-01,722,Food services and drinking places,22132
1998-01-01,no code,"Retail and food services sales, total",231587
1998-01-01,no code,Retail sales and food services excl motor vehicle and parts,176093
1998-01-01,no code,Retail sales and food services excl gasoline stations,215362
1998-01-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,159868
1998-01-01,no code,"Retail sales, total",209666
1998-01-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",154172
1998-01-01,no code,GAFO(1),61496
1998-01-01,441,Motor vehicle and parts dealers,55494
1998-01-01,"44,114,412",Automobile and other motor vehicle dealers,50551
1998-01-01,4413,"Automotive parts, acc., and tire stores",4943
1998-01-01,"442,443","Furniture, home furn, electronics, and appliance stores",13153
1998-01-01,442,Furniture and home furnishings stores,6377
1998-01-01,443,Electronics and appliance stores,6776
1998-01-01,444,Building mat. and garden equip. and supplies dealers,16436
1998-01-01,4441,Building mat. and supplies dealers,13902
1998-01-01,445,Food and beverage stores,34126
1998-01-01,4451,Grocery stores,30989
1998-01-01,4453,"Beer, wine and liquor stores",2072
1998-01-01,446,Health and personal care stores,10382
1998-01-01,44611,Pharmacies and drug stores,8647
1998-01-01,447,Gasoline stations,16225
1998-01-01,448,Clothing and clothing access. stores,12154
1998-01-01,4481,Clothing stores,8462
1998-01-01,44811,Men's clothing stores,853
1998-01-01,44812,Women's clothing stores,2372
1998-01-01,4482,Shoe stores,1823
1998-01-01,44831,Jewelry stores,1734
1998-01-01,451,"Sporting goods, hobby, musical instrument, and book stores",4834
1998-01-01,452,General merchandise stores,28402
1998-01-01,4521,Department stores,18474
1998-01-01,4529,Other general merchandise stores,9928
1998-01-01,45291,Warehouse clubs and superstores,7510
1998-01-01,45299,All other gen. merchandise stores,2418
1998-01-01,453,Miscellaneous stores retailers,8070
1998-01-01,454,Nonstore retailers,10390
1998-01-01,4541,Electronic shopping and mail order houses,6217
1998-01-01,45431,Fuel dealers,1515
1998-01-01,722,Food services and drinking places,21921
1997-12-01,no code,"Retail and food services sales, total",231181
1997-12-01,no code,Retail sales and food services excl motor vehicle and parts,175418
1997-12-01,no code,Retail sales and food services excl gasoline stations,214645
1997-12-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,158882
1997-12-01,no code,"Retail sales, total",209363
1997-12-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",153600
1997-12-01,no code,GAFO(1),60843
1997-12-01,441,Motor vehicle and parts dealers,55763
1997-12-01,"44,114,412",Automobile and other motor vehicle dealers,50945
1997-12-01,4413,"Automotive parts, acc., and tire stores",4818
1997-12-01,"442,443","Furniture, home furn, electronics, and appliance stores",12949
1997-12-01,442,Furniture and home furnishings stores,6290
1997-12-01,443,Electronics and appliance stores,6659
1997-12-01,444,Building mat. and garden equip. and supplies dealers,16356
1997-12-01,4441,Building mat. and supplies dealers,13795
1997-12-01,445,Food and beverage stores,34190
1997-12-01,4451,Grocery stores,31063
1997-12-01,4453,"Beer, wine and liquor stores",2055
1997-12-01,446,Health and personal care stores,10201
1997-12-01,44611,Pharmacies and drug stores,8509
1997-12-01,447,Gasoline stations,16536
1997-12-01,448,Clothing and clothing access. stores,12110
1997-12-01,4481,Clothing stores,8446
1997-12-01,44811,Men's clothing stores,851
1997-12-01,44812,Women's clothing stores,2336
1997-12-01,4482,Shoe stores,1850
1997-12-01,44831,Jewelry stores,1680
1997-12-01,451,"Sporting goods, hobby, musical instrument, and book stores",4915
1997-12-01,452,General merchandise stores,28008
1997-12-01,4521,Department stores,18427
1997-12-01,4529,Other general merchandise stores,9581
1997-12-01,45291,Warehouse clubs and superstores,7193
1997-12-01,45299,All other gen. merchandise stores,2388
1997-12-01,453,Miscellaneous stores retailers,7845
1997-12-01,454,Nonstore retailers,10490
1997-12-01,4541,Electronic shopping and mail order houses,6081
1997-12-01,45431,Fuel dealers,1789
1997-12-01,722,Food services and drinking places,21818
1997-11-01,no code,"Retail and food services sales, total",230440
1997-11-01,no code,Retail sales and food services excl motor vehicle and parts,175126
1997-11-01,no code,Retail sales and food services excl gasoline stations,213802
1997-11-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,158488
1997-11-01,no code,"Retail sales, total",208936
1997-11-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",153622
1997-11-01,no code,GAFO(1),60811
1997-11-01,441,Motor vehicle and parts dealers,55314
1997-11-01,"44,114,412",Automobile and other motor vehicle dealers,50318
1997-11-01,4413,"Automotive parts, acc., and tire stores",4996
1997-11-01,"442,443","Furniture, home furn, electronics, and appliance stores",12895
1997-11-01,442,Furniture and home furnishings stores,6267
1997-11-01,443,Electronics and appliance stores,6628
1997-11-01,444,Building mat. and garden equip. and supplies dealers,16158
1997-11-01,4441,Building mat. and supplies dealers,13660
1997-11-01,445,Food and beverage stores,34230
1997-11-01,4451,Grocery stores,31125
1997-11-01,4453,"Beer, wine and liquor stores",2055
1997-11-01,446,Health and personal care stores,10217
1997-11-01,44611,Pharmacies and drug stores,8503
1997-11-01,447,Gasoline stations,16638
1997-11-01,448,Clothing and clothing access. stores,11936
1997-11-01,4481,Clothing stores,8317
1997-11-01,44811,Men's clothing stores,856
1997-11-01,44812,Women's clothing stores,2326
1997-11-01,4482,Shoe stores,1812
1997-11-01,44831,Jewelry stores,1683
1997-11-01,451,"Sporting goods, hobby, musical instrument, and book stores",5015
1997-11-01,452,General merchandise stores,28151
1997-11-01,4521,Department stores,18652
1997-11-01,4529,Other general merchandise stores,9499
1997-11-01,45291,Warehouse clubs and superstores,7082
1997-11-01,45299,All other gen. merchandise stores,2417
1997-11-01,453,Miscellaneous stores retailers,7707
1997-11-01,454,Nonstore retailers,10675
1997-11-01,4541,Electronic shopping and mail order houses,6023
1997-11-01,45431,Fuel dealers,1916
1997-11-01,722,Food services and drinking places,21504
1997-10-01,no code,"Retail and food services sales, total",229836
1997-10-01,no code,Retail sales and food services excl motor vehicle and parts,174980
1997-10-01,no code,Retail sales and food services excl gasoline stations,213125
1997-10-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,158269
1997-10-01,no code,"Retail sales, total",208078
1997-10-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",153222
1997-10-01,no code,GAFO(1),60536
1997-10-01,441,Motor vehicle and parts dealers,54856
1997-10-01,"44,114,412",Automobile and other motor vehicle dealers,49941
1997-10-01,4413,"Automotive parts, acc., and tire stores",4915
1997-10-01,"442,443","Furniture, home furn, electronics, and appliance stores",12726
1997-10-01,442,Furniture and home furnishings stores,6154
1997-10-01,443,Electronics and appliance stores,6572
1997-10-01,444,Building mat. and garden equip. and supplies dealers,16232
1997-10-01,4441,Building mat. and supplies dealers,13752
1997-10-01,445,Food and beverage stores,34348
1997-10-01,4451,Grocery stores,31225
1997-10-01,4453,"Beer, wine and liquor stores",2056
1997-10-01,446,Health and personal care stores,10058
1997-10-01,44611,Pharmacies and drug stores,8326
1997-10-01,447,Gasoline stations,16711
1997-10-01,448,Clothing and clothing access. stores,11881
1997-10-01,4481,Clothing stores,8316
1997-10-01,44811,Men's clothing stores,856
1997-10-01,44812,Women's clothing stores,2319
1997-10-01,4482,Shoe stores,1799
1997-10-01,44831,Jewelry stores,1643
1997-10-01,451,"Sporting goods, hobby, musical instrument, and book stores",4878
1997-10-01,452,General merchandise stores,28155
1997-10-01,4521,Department stores,18580
1997-10-01,4529,Other general merchandise stores,9575
1997-10-01,45291,Warehouse clubs and superstores,7143
1997-10-01,45299,All other gen. merchandise stores,2432
1997-10-01,453,Miscellaneous stores retailers,7704
1997-10-01,454,Nonstore retailers,10529
1997-10-01,4541,Electronic shopping and mail order houses,6074
1997-10-01,45431,Fuel dealers,1775
1997-10-01,722,Food services and drinking places,21758
1997-09-01,no code,"Retail and food services sales, total",230312
1997-09-01,no code,Retail sales and food services excl motor vehicle and parts,174978
1997-09-01,no code,Retail sales and food services excl gasoline stations,213555
1997-09-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,158221
1997-09-01,no code,"Retail sales, total",208326
1997-09-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",152992
1997-09-01,no code,GAFO(1),60090
1997-09-01,441,Motor vehicle and parts dealers,55334
1997-09-01,"44,114,412",Automobile and other motor vehicle dealers,50355
1997-09-01,4413,"Automotive parts, acc., and tire stores",4979
1997-09-01,"442,443","Furniture, home furn, electronics, and appliance stores",12721
1997-09-01,442,Furniture and home furnishings stores,6162
1997-09-01,443,Electronics and appliance stores,6559
1997-09-01,444,Building mat. and garden equip. and supplies dealers,16283
1997-09-01,4441,Building mat. and supplies dealers,13776
1997-09-01,445,Food and beverage stores,34281
1997-09-01,4451,Grocery stores,31171
1997-09-01,4453,"Beer, wine and liquor stores",2024
1997-09-01,446,Health and personal care stores,10077
1997-09-01,44611,Pharmacies and drug stores,8347
1997-09-01,447,Gasoline stations,16757
1997-09-01,448,Clothing and clothing access. stores,11845
1997-09-01,4481,Clothing stores,8252
1997-09-01,44811,Men's clothing stores,843
1997-09-01,44812,Women's clothing stores,2350
1997-09-01,4482,Shoe stores,1795
1997-09-01,44831,Jewelry stores,1680
1997-09-01,451,"Sporting goods, hobby, musical instrument, and book stores",4827
1997-09-01,452,General merchandise stores,27868
1997-09-01,4521,Department stores,18446
1997-09-01,4529,Other general merchandise stores,9422
1997-09-01,45291,Warehouse clubs and superstores,6948
1997-09-01,45299,All other gen. merchandise stores,2474
1997-09-01,453,Miscellaneous stores retailers,7664
1997-09-01,454,Nonstore retailers,10669
1997-09-01,4541,Electronic shopping and mail order houses,6160
1997-09-01,45431,Fuel dealers,1793
1997-09-01,722,Food services and drinking places,21986
1997-08-01,no code,"Retail and food services sales, total",229309
2024-09-01,44811,Men's clothing stores,
1997-08-01,no code,Retail sales and food services excl motor vehicle and parts,173821
1997-08-01,no code,Retail sales and food services excl gasoline stations,212627
